codigo,nome,marca,linha,faixa_etaria,dimensoes,pagina_catalogo,revisar
4032,TÓPI BOLOPÓTAMO COM NÚMEROS,topi,,+18 meses,255A x 300C x 260L,150,
4031,TÓPI BOLOLÉO COM LETRAS,topi,,+18 meses,255A x 300C x 260L,150,
4013,TÓPI DINO SABIDINHO,topi,,+18 meses,176A x 327C x 186L,151,
4015,TÓPI PATA BOTA OVO,topi,,+18 meses,230A x 220C x 120L,151,
4014,TÓPI TORTUGA,topi,,+18 meses,175A x 236C x 210L,151,
4016,TÓPI MILEVA,topi,,+18 meses,170A x 312C x 255L,152,
4026,TÓPI CESTINHA DIDÁTICA,topi,,+18 meses,135A x 192C x 171L,152,
4010,TÓPI TAMBORETE,topi,,+3 anos,80A x 202C x 202L,153,
4012,TÓPI PANDEIRO,topi,,+3 anos,80A x 202C x 202L,153,
4009,TÓPI TAMBOR,topi,,+3 anos,175A x 202C x 202L,153,
7189,TÓPI BLOCOS DE MONTAR 130 PEÇAS,topi,,+3 anos,350A x 270C x 40L,154,
7190,TÓPI BLOCOS DE MONTAR 39 PEÇAS COM BASE,topi,,+3 anos,330A x 320C x 70L,154,
7208,TÓPI FESTA DIVERTIDA COM PIZZA,topi,,+3 anos,432A x 286C x 32L,155,
7209,TÓPI FESTA DOCE COM SORVETE,topi,,+3 anos,432A x 286C x 45L,155,
7210,TÓPI FESTA GELADA COM FRUTINHAS,topi,,+3 anos,432A x 286C x 49L,155,
7211,TÓPI FESTA PLUS DAS GULOSEIMAS,topi,,+3 anos,432A x 286C x 65L,155,
7212,TÓPI CHEF BRUNCH,topi,,+3 anos,340A x 215C x 60L,156,
7213,TÓPI CHEF CHÁ DA TARDE,topi,,+3 anos,340A x 215C x 60L,156,
7214,TÓPI CHEF MENU,topi,,+3 anos,340A x 215C x 35L,156,
7215,TÓPI CHEF COZINHA FORNO,topi,,+3 anos,520A x 380C x 50L,157,
7216,TÓPI CHEF COZINHA LEGUMES,topi,,+3 anos,520A x 380C x 50L,157,
7217,TÓPI CHEF COZINHA LEGUMES E MAR,topi,,+3 anos,520A x 380C x 60L,157,
7218,TÓPI CHEF COZINHA TERRA E MAR,topi,,+3 anos,520A x 380C x 50L,157,
7219,TÓPI CHEF COZINHA PREPARAR,topi,,+3 anos,430A x 310C x 40L,158,
7220,TÓPI CHEF COZINHA PREPARAR E COZINHAR,topi,,+3 anos,430A x 310C x 50L,158,
7221,TÓPI CHEF COZINHA COZINHAR E SERVIR,topi,,+3 anos,430A x 310C x 40L,158,
4020,TÓPI LIQUIDIFICADOR,topi,,+3 anos,137A x 92C x 75L,159,
4019,TÓPI BATEDEIRA,topi,,+3 anos,130A x 115C x 88L,159,
4021,TÓPI FOGÃOZINHO,topi,,+3 anos,50A x 250C x 145L,159,
2003,CARRINHO DE BONECA DESMONTADO,topi,,+3 anos,575A x 230C x 390L,160,
0125,CARRINHO DE BONECA PASSEIO DO BEBÊ,topi,,+3 anos,690A x 255C x 113L,160,
2009,CARRINHO DE BONECA DESMONTADO,topi,,+3 anos,575A x 530C x 390L,160,
2001,CARRINHO DE BONECA MEU NENÊ,topi,,+3 anos,575A x 230C x 390L,160,
4022,TÓPI TRATOR ESCAVADEIRA,topi,,+3 anos,150A x 365C x 160L,161,
4023,TÓPI TRATOR RETROESCAVADEIRA,topi,,+3 anos,196A x 416C x 160L,161,
4024,TÓPI TRATOR AGRO,topi,,+3 anos,146A x 380C x 148L,161,
4025,TÓPI INVICTUS GRANELEIRO,topi,,+3 anos,120A x 430C x 110L,162,
4018,TÓPI INVICTUS CAÇAMBA,topi,,+3 anos,117A x 255C x 105L,162,
4029,TÓPI INVICTUS SUPER CEGONHEIRO,topi,,+3 anos,170A x 490C x 120L,162,
4028,TÓPI COMBO CONSTRUCTION,topi,,+3 anos,236A x 350C x 220L,163,
1036,JEEP RALLY (NO FILME),topi,,+3 anos,110A x 230C x 115L,163,
0071,TANDY CAÇAMBA (NA REDE),topi,,+3 anos,282A x 375C x 237L,164,
0072,TANDY TRACTOR (NA REDE),topi,,+3 anos,278A x 470C x 240L,164,
0078,TANDY BOMBEIRO (NA REDE),topi,,+3 anos,275A x 400C x 240L,164,
